iter	Passed	Remaining
636	9969	5681
637	9984	5665
638	9999	5649
639	10019	5635
640	10035	5620
641	10052	5605
642	10067	5589
643	10078	5571
644	10090	5553
645	10106	5537
646	10121	5522
647	10134	5505
648	10147	5488
649	10160	5470
650	10172	5453
651	10185	5436
652	10201	5420
653	10214	5404
654	10232	5389
655	10245	5372
656	10262	5357
657	10278	5342
658	10299	5329
659	10318	5315
660	10336	5301
661	10353	5285
662	10376	5274
663	10392	5259
664	10410	5244
665	10426	5228
666	10442	5213
667	10459	5198
668	10477	5183
669	10494	5168
670	10509	5152
671	10525	5137
672	10540	5121
673	10558	5106
674	10575	5091
675	10594	5077
676	10613	5063
677	10635	5051
678	10651	5035
679	10669	5020
680	10686	5005
681	10704	4991
682	10718	4974
683	10737	4960
684	10756	4946
685	10771	4930
686	10789	4915
687	10806	4900
688	10824	4885
689	10840	4870
690	10856	4854
691	10870	4838
692	10888	4823
693	10903	4807
694	10920	4792
695	10940	4778
696	10959	4764
697	10976	4749
698	10996	4735
699	11011	4719
700	11029	4704
701	11048	4690
702	11066	4675
703	11086	4661
704	11104	4646
705	11125	4633
706	11142	4617
707	11161	4603
708	11181	4589
709	11201	4575
710	11216	4559
711	11233	4543
712	11251	4528
713	11266	4512
714	11284	4498
715	11299	4481
716	11314	4465
717	11332	4450
718	11349	4435
719	11364	4419
720	11385	4405
721	11402	4390
722	11421	4375
723	11440	4361
724	11457	4346
725	11475	4330
726	11492	4315
727	11510	4300
728	11527	4285
729	11545	4270
730	11560	4254
731	11575	4237
732	11590	4221
733	11606	4206
734	11621	4190
735	11636	4173
736	11653	4158
737	11669	4142
738	11686	4127
739	11702	4111
740	11720	4096
741	11736	4080
742	11752	4065
743	11765	4048
744	11781	4032
745	11794	4015
746	11807	3999
747	11824	3983
748	11840	3967
749	11854	3951
750	11870	3935
751	11883	3919
752	11900	3903
753	11916	3887
754	11932	3872
755	11948	3856
756	11968	3842
757	11984	3826
758	12001	3810
759	12018	3795
760	12034	3779
761	12050	3763
762	12069	3748
763	12083	3732
764	12095	3715
765	12110	3699
766	12124	3683
767	12139	3667
768	12156	3651
769	12171	3635
770	12189	3620
771	12204	3604
772	12216	3587
773	12232	3571
774	12252	3557
775	12267	3541
776	12290	3527
777	12307	3512
778	12326	3496
779	12343	3481
780	12362	3466
781	12380	3451
782	12398	3436
783	12417	3421
784	12436	3406
785	12456	3391
786	12475	3376
787	12491	3360
788	12508	3345
789	12529	3330
790	12548	3315
791	12564	3299
792	12581	3284
793	12598	3268
794	12616	3253
795	12632	3237
796	12649	3221
797	12671	3207
798	12691	3192
799	12709	3177
800	12725	3161
801	12745	3146
802	12761	3130
803	12777	3114
804	12794	3099
805	12811	3083
806	12826	3067
807	12841	3051
808	12858	3035
809	12878	3020
810	12894	3004
811	12909	2988
812	12927	2973
813	12947	2958
814	12963	2942
815	12978	2926
816	12996	2911
817	13013	2895
818	13030	2879
819	13044	2863
820	13061	2847
821	13083	2833
822	13096	2816
823	13112	2800
824	13128	2784
825	13142	2768
826	13154	2751
827	13169	2735
828	13184	2719
829	13199	2703
830	13215	2687
831	13230	2671
832	13245	2655
833	13262	2639
834	13278	2623
835	13297	2608
836	13315	2593
837	13333	2577
838	13352	2562
839	13371	2546
840	13389	2531
841	13405	2515
842	13422	2499
843	13441	2484
844	13455	2468
845	13473	2452
846	13487	2436
847	13506	2421
848	13530	2406
849	13552	2391
850	13569	2375
851	13587	2360
852	13601	2344
853	13622	2328
854	13643	2313
855	13658	2297
856	13673	2281
857	13688	2265
858	13706	2249
859	13773	2242
860	13802	2228
861	13817	2212
862	13834	2196
863	13852	2180
864	13868	2164
865	13883	2148
866	13900	2132
867	13918	2116
868	13932	2100
869	13947	2084
870	13963	2068
871	13979	2052
872	13994	2035
873	14011	2019
874	14027	2003
875	14043	1987
876	14056	1971
877	14074	1955
878	14090	1939
879	14106	1923
880	14121	1907
881	14139	1891
882	14154	1875
883	14168	1859
884	14185	1843
885	14204	1827
886	14221	1811
887	14238	1795
888	14252	1779
889	14270	1763
890	14289	1748
891	14305	1732
892	14321	1715
893	14337	1699
894	14353	1683
895	14369	1667
896	14384	1651
897	14404	1636
898	14423	1620
899	14438	1604
900	14453	1588
901	14470	1572
902	14488	1556
903	14505	1540
904	14523	1524
905	14540	1508
906	14555	1492
907	14570	1476
908	14584	1460
909	14598	1443
910	14611	1427
911	14629	1411
912	14643	1395
913	14658	1379
914	14676	1363
915	14696	1347
916	14712	1331
917	14728	1315
918	14740	1299
919	14757	1283
920	14773	1267
921	14789	1251
922	14804	1235
923	14817	1218
924	14834	1202
925	14846	1186
926	14863	1170
927	14878	1154
928	14893	1138
929	14909	1122
930	14922	1105
931	14939	1090
932	14953	1073
933	14971	1057
934	14984	1041
935	15001	1025
936	15016	1009
937	15032	993
938	15050	977
939	15068	961
940	15088	946
941	15103	929
942	15119	913
943	15136	897
944	15150	881
945	15164	865
946	15180	849
947	15195	833
948	15209	817
949	15226	801
950	15243	785
951	15256	769
952	15276	753
953	15289	737
954	15306	721
955	15321	705
956	15338	689
957	15354	673
958	15369	657
959	15387	641
960	15403	625
961	15417	609
962	15432	592
963	15449	576
964	15465	560
965	15481	544
966	15496	528
967	15519	513
968	15542	497
969	15560	481
970	15578	465
971	15595	449
972	15611	433
973	15628	417
974	15645	401
975	15664	385
976	15682	369
977	15704	353
978	15725	337
979	15741	321
980	15758	305
981	15773	289
982	15787	273
983	15806	257
984	15823	240
985	15840	224
986	15859	208
987	15875	192
988	15889	176
989	15907	160
990	15927	144
991	15948	128
992	15970	112
993	15988	96
994	16008	80
995	16025	64
996	16037	48
997	16053	32
998	16070	16
999	16086	0
