iter	RMSE
249	1.810518824
250	1.810286354
251	1.809938708
252	1.809536718
253	1.80941144
254	1.809154167
255	1.808794729
256	1.808568035
257	1.808464643
258	1.808203291
259	1.808030793
260	1.807721655
261	1.80728253
262	1.806998853
263	1.806715205
264	1.806269954
265	1.805975733
266	1.805884624
267	1.805513279
268	1.805212324
269	1.804964879
270	1.804533038
271	1.804221413
272	1.803841514
273	1.803601668
274	1.803442722
275	1.80328167
276	1.802940001
277	1.802544539
278	1.802206057
279	1.801953602
280	1.801735455
281	1.801657064
282	1.801406322
283	1.801087296
284	1.800844769
285	1.800486393
286	1.800255393
287	1.800124062
288	1.799969242
289	1.799665512
290	1.799485324
291	1.799250465
292	1.799010114
293	1.798662419
294	1.798406171
295	1.798276153
296	1.798068553
297	1.797865695
298	1.797692263
299	1.797427757
300	1.797225481
301	1.796957443
302	1.796826996
303	1.796470793
304	1.796443148
305	1.796380651
306	1.796147746
307	1.796028241
308	1.795761774
309	1.795469242
310	1.79516519
311	1.794991341
312	1.794858082
313	1.794619154
314	1.794498505
315	1.794297107
316	1.794105262
317	1.793866047
318	1.793607822
319	1.793331922
320	1.793027711
321	1.792600849
322	1.792445532
323	1.792304509
324	1.792190448
325	1.791978722
326	1.791869193
327	1.791766737
328	1.79161584
329	1.791427012
330	1.79121804
331	1.790894826
332	1.790705833
333	1.790541627
334	1.790188997
335	1.790123804
336	1.789994084
337	1.789794522
338	1.789589137
339	1.789361487
340	1.789093073
341	1.788976619
342	1.788828062
343	1.788549206
344	1.788271694
345	1.788134162
346	1.787756274
347	1.787595495
348	1.787475763
349	1.787244446
350	1.7868772
351	1.786663139
352	1.786338065
353	1.786242322
354	1.786060727
355	1.786018692
356	1.785861466
357	1.785584671
358	1.785523147
359	1.785324279
360	1.785285411
361	1.785087279
362	1.784774154
363	1.784657995
364	1.784548635
365	1.784370237
366	1.784161132
367	1.783984467
368	1.783702392
369	1.783318179
370	1.783240005
371	1.782997461
372	1.782728425
373	1.782556769
374	1.782244017
375	1.782058551
376	1.781962096
377	1.781842481
378	1.781794045
379	1.781637447
380	1.781476192
381	1.781311972
382	1.781135222
383	1.780899685
384	1.78079306
385	1.780700197
386	1.780386362
387	1.780074669
388	1.779801579
389	1.779599005
390	1.779418237
391	1.779181688
392	1.778955209
393	1.778675188
394	1.778521393
395	1.778304176
396	1.778050646
397	1.777965834
398	1.777873006
399	1.777757341
400	1.777414109
401	1.777317119
402	1.777032461
403	1.776893439
404	1.77665026
405	1.776488074
406	1.77646607
407	1.776185527
408	1.775978868
409	1.775755894
410	1.775584602
411	1.775389362
412	1.775092714
413	1.774916564
414	1.774752751
415	1.774632077
416	1.774344886
417	1.774057246
418	1.773872655
419	1.773563084
420	1.77333082
421	1.773066329
422	1.772885666
423	1.772801681
424	1.772510367
425	1.772276729
426	1.772090553
427	1.771872011
428	1.771760407
429	1.771524734
430	1.771399661
431	1.77131025
432	1.771037693
433	1.770775527
434	1.770519026
435	1.770434968
436	1.770210791
437	1.769968906
438	1.769711184
439	1.769530343
440	1.769362517
441	1.769196039
442	1.76900252
443	1.768838897
444	1.768631096
445	1.768587336
446	1.768508824
447	1.768292852
448	1.768014175
449	1.767812742
450	1.767732433
451	1.767641668
452	1.767536673
453	1.767338521
454	1.767064776
455	1.766799198
456	1.766627606
457	1.766385846
458	1.766186524
459	1.766110537
460	1.766014376
461	1.765875665
462	1.765791496
463	1.765652059
464	1.765401958
465	1.765114487
466	1.764881692
467	1.76465599
468	1.764480621
469	1.764400565
470	1.764171484
471	1.764077514
472	1.763967351
473	1.76377343
474	1.763596117
475	1.763388964
476	1.763081091
477	1.762870024
478	1.762824523
479	1.762721038
480	1.762537819
481	1.7623863
482	1.762282708
483	1.762193934
484	1.761998271
485	1.761855919
486	1.761686836
487	1.76148428
488	1.761304795
489	1.761110013
490	1.760888412
491	1.760670628
492	1.760429099
493	1.760266862
494	1.760008517
495	1.759810774
496	1.759627854
497	1.759473723
498	1.759179944
499	1.759013285
500	1.758802555
501	1.758669205
502	1.758622936
503	1.758321192
504	1.758242934
505	1.758135953
506	1.757970987
507	1.757940449
508	1.75769581
509	1.757628903
510	1.75746124
511	1.75720231
512	1.757000028
513	1.756836888
514	1.756521205
515	1.756249639
516	1.756072348
517	1.75597075
518	1.755769716
519	1.755608356
520	1.755346915
521	1.755292337
522	1.755004695
523	1.754928176
524	1.75477581
525	1.754537133
526	1.754318829
527	1.754138407
528	1.754109038
529	1.753884791
530	1.753705213
531	1.753537022
532	1.75347382
533	1.753417509
534	1.753209914
535	1.753069391
536	1.752979284
537	1.752860228
538	1.752724503
539	1.752648798
540	1.752345959
541	1.752280257
542	1.752151545
543	1.752010112
544	1.751927652
545	1.751911114
546	1.751853728
547	1.751699098
548	1.751570488
549	1.751395908
550	1.751198165
551	1.751085033
552	1.750902501
553	1.750725105
554	1.750633564
555	1.750538627
556	1.750389117
557	1.75027007
558	1.750120658
559	1.750030816
560	1.749903538
561	1.749842766
562	1.749639735
563	1.749511851
564	1.749431018
565	1.749222617
566	1.749031711
567	1.748855394
568	1.748553629
569	1.748456035
570	1.748372504
571	1.748293673
572	1.748134555
573	1.748035067
574	1.747883086
575	1.747621595
576	1.747489567
577	1.747314373
578	1.747028943
579	1.746906365
580	1.746721458
581	1.746540727
582	1.746376291
583	1.746121537
584	1.74593647
585	1.745762348
586	1.745567573
587	1.745427458
588	1.745261794
589	1.745049051
590	1.744869676
591	1.744850741
592	1.744695767
593	1.74454937
594	1.744342666
595	1.744267024
596	1.744104325
597	1.743848838
598	1.743739283
599	1.743616994
600	1.743562112
601	1.743506387
602	1.743340235
603	1.743125783
604	1.742908247
605	1.742772956
606	1.742552751
607	1.742430138
608	1.742307749
609	1.742162504
610	1.742009772
611	1.741941953
612	1.741763214
613	1.741539852
614	1.741435396
615	1.741204531
616	1.741093192
617	1.740963355
618	1.740740036
619	1.740505035
620	1.740284271
621	1.740104104
622	1.739941539
623	1.739768653
624	1.73970887
625	1.739599636
626	1.739425867
627	1.739294989
628	1.739136364
629	1.738975663
630	1.738872966
631	1.738797546
632	1.738628647
633	1.738568606
634	1.738448538
635	1.738212035
636	1.737996519
637	1.737911426
638	1.737754484
639	1.737594645
640	1.737455057
641	1.737273363
642	1.737214284
643	1.737056514
644	1.736993145
645	1.73687971
646	1.736640292
647	1.736463303
648	1.736313009
649	1.736086916
650	1.736044477
651	1.736011741
652	1.735849554
653	1.735802428
654	1.73567087
655	1.735652751
656	1.735559233
657	1.735447661
658	1.735372068
659	1.735326461
660	1.735239569
661	1.735146658
662	1.734902938
663	1.734724671
664	1.734657736
665	1.734544964
666	1.734376563
667	1.734170087
668	1.733992986
669	1.733887607
670	1.733745587
671	1.733639647
672	1.73355578
673	1.73340764
674	1.733338735
675	1.733201292
676	1.733055923
677	1.732870418
678	1.732841218
679	1.73277177
680	1.732489444
681	1.732387629
682	1.732246436
683	1.732132041
684	1.732043699
685	1.73192291
686	1.731827805
687	1.731673525
688	1.731528317
689	1.731511428
690	1.731458357
691	1.731250689
692	1.731174788
693	1.731020835
694	1.730861019
695	1.730680056
696	1.730522909
697	1.730312489
698	1.730202077
699	1.730101172
700	1.730046447
701	1.72995061
702	1.729826353
703	1.729755452
704	1.729583177
705	1.729408116
706	1.729350219
707	1.729154563
708	1.729005271
709	1.728841468
710	1.728813608
711	1.728744543
712	1.7286037
713	1.728438556
714	1.728238946
715	1.728206975
716	1.728116382
717	1.72792628
718	1.727760812
719	1.727644624
720	1.72747643
721	1.727449888
722	1.727383101
723	1.727237507
724	1.727171595
725	1.727093978
726	1.727057657
727	1.726930149
728	1.726817906
729	1.726632156
730	1.726523778
731	1.726355253
732	1.726181947
733	1.726057561
734	1.725870767
735	1.725739623
736	1.725531172
737	1.725302977
738	1.725118128
739	1.724985617
740	1.724926062
741	1.724797363
742	1.724675785
743	1.72466148
744	1.724488066
745	1.724410947
746	1.724345314
747	1.724206579
748	1.724041969
749	1.723888938
750	1.723673499
751	1.723650624
752	1.723541363
753	1.723395032
754	1.723304246
755	1.723180633
756	1.723042419
757	1.722896643
758	1.722733143
759	1.722518274
760	1.7223602
761	1.722205243
762	1.722099531
763	1.722074092
764	1.722072599
765	1.721873461
766	1.721799804
767	1.721773231
768	1.721618637
769	1.721464367
770	1.721375017
771	1.721321974
772	1.721317503
773	1.721192497
774	1.721080551
775	1.721006501
776	1.720917051
777	1.720862993
778	1.720728295
779	1.720617225
780	1.720486609
781	1.720415373
782	1.720285765
783	1.720193387
784	1.720068574
785	1.719930638
786	1.719828222
787	1.719691711
788	1.719603298
789	1.719374381
790	1.719205281
791	1.719165875
792	1.719021494
793	1.71894326
794	1.71876305
795	1.718593399
796	1.718492241
797	1.718368388
798	1.718261366
799	1.71807821
800	1.717964389
801	1.717713097
802	1.71749051
803	1.717414044
804	1.71724665
805	1.717097062
806	1.717039307
807	1.71689867
808	1.716700304
809	1.716555671
810	1.71648604
811	1.716418673
812	1.716192922
813	1.716013732
814	1.715915674
815	1.715770613
816	1.715714571
817	1.715620435
818	1.715446114
819	1.715410533
820	1.715273024
821	1.715146532
822	1.715095662
823	1.714944327
824	1.714866987
825	1.714744677
826	1.714742722
827	1.714695713
828	1.714610256
829	1.714502728
830	1.71435882
831	1.7142741
832	1.714143552
833	1.714012244
834	1.713927091
835	1.713857905
836	1.713767396
837	1.713568244
838	1.713396358
839	1.713346598
840	1.713102097
841	1.713048639
842	1.712945886
843	1.712766846
844	1.712576879
845	1.712479777
846	1.712321329
847	1.712256816
848	1.712152671
849	1.711964603
850	1.711794479
851	1.711729537
852	1.711669887
853	1.711530175
854	1.711425547
855	1.711336751
856	1.711278008
857	1.711108854
858	1.710949995
859	1.710860332
860	1.710800267
861	1.710733481
862	1.71061411
863	1.710438926
864	1.710385227
865	1.710338144
866	1.710185699
867	1.710020548
868	1.70998722
869	1.709857383
870	1.709759904
871	1.709568867
872	1.70934763
873	1.709246292
874	1.709097213
875	1.708891099
876	1.708868459
877	1.708685555
878	1.708483023
879	1.708360975
880	1.708211842
881	1.708134964
882	1.707914547
883	1.707849999
884	1.707730586
885	1.70760162
886	1.70754066
887	1.707358894
888	1.707317946
889	1.707231338
890	1.707051355
891	1.707030838
892	1.706959292
893	1.706823583
894	1.70670339
895	1.706503051
896	1.706391666
897	1.706234836
898	1.706132193
899	1.706071195
900	1.705956615
901	1.705916052
902	1.705776726
903	1.70556761
904	1.705354652
905	1.705227553
906	1.705128104
907	1.705013018
908	1.704872562
909	1.704763951
910	1.704716324
911	1.704561628
912	1.704534679
913	1.704322106
914	1.704245445
915	1.704089605
916	1.703944549
917	1.703919989
918	1.703918821
919	1.703786814
920	1.703635704
921	1.703459712
922	1.703408971
923	1.703353739
924	1.703219074
925	1.703193845
926	1.703021929
927	1.702912526
928	1.702871167
929	1.702693369
930	1.702614577
931	1.702429852
932	1.702258396
933	1.70205188
934	1.702035709
935	1.701959379
936	1.701834984
937	1.701771569
938	1.701667509
939	1.701484857
940	1.701375342
941	1.701227554
942	1.701169595
943	1.701027866
944	1.700983035
945	1.70091082
946	1.700848097
947	1.700718903
948	1.700717394
949	1.700631476
950	1.700513276
951	1.700512716
952	1.70036687
953	1.700243911
954	1.700095208
955	1.699953756
956	1.699809946
957	1.699753712
958	1.699707248
959	1.699591586
960	1.699480301
961	1.699410271
962	1.699225967
963	1.699203063
964	1.699060089
965	1.699012428
966	1.698984401
967	1.698806056
968	1.69876857
969	1.698654941
970	1.698484246
971	1.698418758
972	1.698271976
973	1.6981511
974	1.698042641
975	1.697988508
976	1.697975195
977	1.69777722
978	1.697703034
979	1.697696405
980	1.697625154
981	1.697556624
982	1.697428099
983	1.697293096
984	1.69710443
985	1.697004132
986	1.696810382
987	1.696761652
988	1.696712071
989	1.696545647
990	1.696489081
991	1.69634432
992	1.696204698
993	1.696174579
994	1.696103871
995	1.695916542
996	1.695864833
997	1.695683751
998	1.695681377
999	1.695581808
