iter	Passed	Remaining
511	4510	4299
512	4519	4290
513	4529	4282
514	4538	4274
515	4548	4265
516	4558	4258
517	4568	4250
518	4576	4241
519	4588	4235
520	4596	4225
521	4607	4219
522	4619	4213
523	4629	4205
524	4639	4197
525	4650	4190
526	4660	4183
527	4673	4177
528	4684	4170
529	4695	4164
530	4706	4157
531	4720	4152
532	4741	4154
533	4763	4157
534	4793	4166
535	4816	4169
536	4834	4168
537	4852	4166
538	4863	4159
539	4874	4151
540	4886	4145
541	4899	4140
542	4910	4133
543	4919	4123
544	4930	4116
545	4940	4108
546	4951	4100
547	4962	4092
548	4971	4084
549	4983	4077
550	4996	4071
551	5007	4063
552	5018	4056
553	5028	4048
554	5036	4038
555	5046	4029
556	5053	4019
557	5062	4010
558	5070	4000
559	5081	3992
560	5091	3984
561	5100	3975
562	5110	3966
563	5117	3956
564	5126	3947
565	5134	3936
566	5142	3926
567	5150	3917
568	5157	3906
569	5165	3896
570	5173	3886
571	5180	3876
572	5189	3867
573	5196	3856
574	5204	3847
575	5212	3837
576	5221	3827
577	5228	3817
578	5236	3807
579	5243	3796
580	5252	3787
581	5259	3777
582	5267	3767
583	5274	3757
584	5282	3747
585	5290	3737
586	5299	3728
587	5307	3718
588	5314	3708
589	5323	3699
590	5330	3688
591	5339	3679
592	5347	3670
593	5355	3660
594	5362	3649
595	5370	3640
596	5377	3630
597	5386	3621
598	5393	3610
599	5403	3602
600	5410	3592
601	5419	3583
602	5427	3573
603	5435	3563
604	5442	3553
605	5451	3544
606	5459	3534
607	5468	3525
608	5477	3516
609	5487	3508
610	5497	3499
611	5505	3490
612	5514	3481
613	5521	3470
614	5528	3461
615	5536	3451
616	5544	3441
617	5551	3431
618	5559	3422
619	5567	3412
620	5575	3402
621	5585	3394
622	5595	3386
623	5602	3375
624	5612	3367
625	5619	3357
626	5627	3347
627	5635	3338
628	5643	3328
629	5652	3319
630	5661	3310
631	5670	3301
632	5681	3293
633	5689	3284
634	5697	3274
635	5709	3267
636	5718	3258
637	5729	3250
638	5736	3241
639	5747	3232
640	5756	3223
641	5764	3214
642	5775	3206
643	5784	3197
644	5794	3189
645	5800	3178
646	5812	3171
647	5819	3161
648	5829	3153
649	5839	3144
650	5846	3134
651	5856	3125
652	5863	3116
653	5873	3107
654	5882	3098
655	5894	3091
656	5903	3082
657	5911	3072
658	5923	3064
659	5931	3055
660	5940	3046
661	5947	3036
662	5956	3027
663	5962	3017
664	5973	3009
665	5980	2999
666	5988	2989
667	5995	2979
668	6005	2971
669	6012	2961
670	6023	2953
671	6030	2943
672	6038	2933
673	6045	2924
674	6053	2914
675	6060	2904
676	6069	2895
677	6077	2886
678	6085	2876
679	6092	2867
680	6100	2857
681	6108	2848
682	6117	2839
683	6124	2829
684	6133	2820
685	6141	2810
686	6149	2801
687	6157	2792
688	6167	2783
689	6175	2774
690	6185	2765
691	6193	2756
692	6202	2747
693	6211	2738
694	6221	2730
695	6230	2721
696	6239	2712
697	6249	2703
698	6257	2694
699	6266	2685
700	6275	2676
701	6287	2668
702	6298	2660
703	6309	2652
704	6319	2644
705	6329	2635
706	6339	2627
707	6350	2619
708	6361	2610
709	6368	2601
710	6378	2592
711	6386	2583
712	6395	2574
713	6405	2565
714	6414	2556
715	6427	2549
716	6437	2541
717	6447	2532
718	6457	2523
719	6465	2514
720	6475	2505
721	6484	2496
722	6496	2488
723	6505	2479
724	6513	2470
725	6523	2462
726	6533	2453
727	6542	2444
728	6549	2434
729	6558	2425
730	6567	2416
731	6575	2407
732	6584	2398
733	6596	2390
734	6608	2382
735	6616	2373
736	6625	2364
737	6634	2355
738	6644	2346
739	6654	2338
740	6662	2328
741	6672	2319
742	6681	2311
743	6690	2302
744	6701	2293
745	6709	2284
746	6720	2275
747	6728	2266
748	6739	2258
749	6748	2249
750	6757	2240
751	6766	2231
752	6776	2222
753	6786	2214
754	6795	2205
755	6805	2196
756	6813	2187
757	6824	2178
758	6833	2169
759	6840	2160
760	6848	2150
761	6855	2141
762	6863	2131
763	6870	2122
764	6877	2112
765	6886	2103
766	6893	2094
767	6903	2085
768	6911	2076
769	6920	2067
770	6927	2057
771	6936	2048
772	6944	2039
773	6952	2030
774	6960	2020
775	6968	2011
776	6976	2002
777	6986	1993
778	6994	1984
779	7003	1975
780	7012	1966
781	7019	1956
782	7027	1947
783	7037	1938
784	7046	1929
785	7052	1920
786	7060	1910
787	7068	1901
788	7077	1892
789	7084	1883
790	7094	1874
791	7101	1865
792	7110	1855
793	7117	1846
794	7123	1836
795	7131	1827
796	7139	1818
797	7149	1809
798	7155	1800
799	7164	1791
800	7171	1781
801	7179	1772
802	7186	1762
803	7195	1754
804	7202	1744
805	7210	1735
806	7218	1726
807	7226	1717
808	7234	1707
809	7242	1698
810	7249	1689
811	7257	1680
812	7265	1671
813	7273	1661
814	7281	1652
815	7288	1643
816	7296	1634
817	7302	1624
818	7309	1615
819	7315	1605
820	7322	1596
821	7329	1587
822	7337	1578
823	7346	1569
824	7352	1559
825	7360	1550
826	7367	1541
827	7375	1532
828	7383	1522
829	7390	1513
830	7397	1504
831	7405	1495
832	7413	1486
833	7420	1477
834	7427	1467
835	7435	1458
836	7444	1449
837	7451	1440
838	7460	1431
839	7469	1422
840	7475	1413
841	7485	1404
842	7491	1395
843	7500	1386
844	7507	1377
845	7513	1367
846	7520	1358
847	7526	1349
848	7534	1340
849	7541	1330
850	7549	1321
851	7556	1312
852	7563	1303
853	7571	1294
854	7579	1285
855	7587	1276
856	7593	1267
857	7601	1258
858	7608	1248
859	7616	1239
860	7622	1230
861	7630	1221
862	7638	1212
863	7647	1203
864	7656	1194
865	7667	1186
866	7677	1177
867	7687	1168
868	7695	1160
869	7703	1151
870	7709	1141
871	7716	1132
872	7722	1123
873	7729	1114
874	7735	1105
875	7743	1096
876	7752	1087
877	7760	1078
878	7766	1069
879	7773	1060
880	7780	1050
881	7787	1041
882	7795	1032
883	7803	1024
884	7811	1015
885	7817	1005
886	7825	996
887	7832	987
888	7841	979
889	7849	970
890	7859	961
891	7868	952
892	7876	943
893	7884	934
894	7892	925
895	7900	917
896	7909	908
897	7917	899
898	7924	890
899	7932	881
900	7940	872
901	7946	863
902	7953	854
903	7962	845
904	7969	836
905	7978	827
906	7984	818
907	7991	809
908	7998	800
909	8005	791
910	8013	782
911	8020	773
912	8027	764
913	8035	756
914	8042	747
915	8049	738
916	8057	729
917	8064	720
918	8072	711
919	8080	702
920	8088	693
921	8096	684
922	8104	676
923	8112	667
924	8139	659
925	8170	652
926	8187	644
927	8199	636
928	8208	627
929	8221	618
930	8232	610
931	8240	601
932	8248	592
933	8256	583
934	8265	574
935	8273	565
936	8282	556
937	8290	547
938	8298	539
939	8305	530
940	8314	521
941	8321	512
942	8329	503
943	8337	494
944	8347	485
945	8356	476
946	8365	468
947	8372	459
948	8379	450
949	8387	441
950	8394	432
951	8403	423
952	8411	414
953	8422	406
954	8432	397
955	8440	388
956	8451	379
957	8460	370
958	8469	362
959	8477	353
960	8487	344
961	8497	335
962	8505	326
963	8514	317
964	8523	309
965	8532	300
966	8540	291
967	8550	282
968	8558	273
969	8618	266
970	8643	258
971	8651	249
972	8659	240
973	8669	231
974	8678	222
975	8687	213
976	8697	204
977	8706	195
978	8718	187
979	8728	178
980	8738	169
981	8748	160
982	8757	151
983	8766	142
984	8776	133
985	8786	124
986	8795	115
987	8805	106
988	8814	98
989	8824	89
990	8834	80
991	8844	71
992	8853	62
993	8863	53
994	8873	44
995	8882	35
996	8891	26
997	8901	17
998	8910	8
999	8920	0
