iter	Passed	Remaining
166	4219	21045
167	4241	21007
168	4263	20966
169	4287	20935
170	4308	20887
171	4333	20862
172	4357	20829
173	4378	20784
174	4402	20756
175	4429	20739
176	4454	20710
177	4475	20669
178	4501	20645
179	4530	20638
180	4557	20620
181	4587	20618
182	4619	20621
183	4645	20603
184	4671	20581
185	4691	20533
186	4717	20511
187	4741	20480
188	4768	20461
189	4790	20422
190	4820	20419
191	4842	20379
192	4870	20366
193	4891	20323
194	4914	20287
195	4935	20247
196	4960	20218
197	4984	20189
198	5009	20162
199	5033	20133
200	5058	20107
201	5088	20100
202	5110	20063
203	5136	20042
204	5164	20027
205	5185	19986
206	5213	19970
207	5239	19949
208	5259	19904
209	5281	19867
210	5302	19828
211	5326	19798
212	5353	19780
213	5383	19771
214	5405	19735
215	5439	19744
216	5502	19854
217	5717	20509
218	5768	20572
219	5821	20639
220	5882	20734
221	5923	20758
222	5970	20801
223	6013	20831
224	6054	20853
225	6101	20897
226	6163	20987
227	6205	21011
228	6255	21061
229	6316	21147
230	6362	21181
231	6411	21223
232	6445	21216
233	6472	21188
234	6503	21170
235	6545	21190
236	6582	21191
237	6635	21243
238	6682	21277
239	6717	21273
240	6768	21316
241	6816	21350
242	6855	21357
243	6899	21376
244	6926	21343
245	6955	21318
246	6986	21298
247	7016	21274
248	7046	21251
249	7078	21234
250	7112	21223
251	7146	21213
252	7178	21193
253	7204	21159
254	7252	21187
255	7316	21262
256	7398	21388
257	7472	21491
258	7540	21573
259	7651	21777
260	7703	21810
261	7757	21851
262	7786	21819
263	7815	21788
264	7852	21780
265	7887	21764
266	7915	21730
267	7944	21700
268	7990	21714
269	8035	21726
270	8082	21742
271	8114	21716
272	8148	21698
273	8185	21688
274	8214	21655
275	8235	21602
276	8258	21555
277	8287	21524
278	8317	21494
279	8345	21459
280	8374	21427
281	8406	21404
282	8434	21370
283	8470	21355
284	8499	21323
285	8525	21284
286	8552	21247
287	8582	21217
288	8617	21201
289	8645	21167
290	8667	21117
291	8701	21098
292	8729	21063
293	8760	21038
294	8786	20998
295	8814	20965
296	8848	20943
297	8887	20936
298	8922	20918
299	8951	20887
300	8978	20849
301	9016	20840
302	9054	20827
303	9082	20793
304	9108	20756
305	9140	20730
306	9266	20916
307	9317	20933
308	9368	20950
309	9548	21253
310	9627	21329
311	9673	21331
312	9715	21323
313	9751	21304
314	9782	21272
315	9817	21249
316	9858	21240
317	9911	21256
318	10083	21526
319	10158	21587
320	10211	21599
321	10247	21577
322	10289	21566
323	10325	21542
324	10364	21526
325	10409	21522
326	10439	21485
327	10481	21474
328	10522	21461
329	10571	21462
330	10613	21452
331	10654	21437
332	10700	21432
333	10830	21595
334	10866	21570
335	10897	21536
336	10927	21497
337	10964	21475
338	11002	21453
339	11036	21424
340	11146	21541
341	11186	21522
342	11219	21489
343	11254	21461
344	11290	21435
345	11320	21396
346	11363	21383
347	11400	21358
348	11451	21359
349	11500	21357
350	11543	21344
351	11582	21321
352	11613	21285
353	11650	21260
354	11690	21239
355	11726	21213
356	11764	21188
357	11798	21157
358	11827	21118
359	11870	21102
360	11898	21061
361	11928	21022
362	11962	20992
363	11995	20958
364	12032	20932
365	12061	20894
366	12090	20854
367	12123	20820
368	12151	20779
369	12192	20760
370	12220	20718
371	12247	20675
372	12278	20639
373	12308	20601
374	12336	20560
375	12361	20514
376	12388	20471
377	12412	20425
378	12448	20396
379	12474	20353
380	12500	20310
381	12527	20266
382	12555	20226
383	12587	20192
384	12619	20157
385	12644	20113
386	12668	20067
387	12694	20023
388	12722	19983
389	12747	19937
390	12773	19894
391	12801	19855
392	12829	19815
393	12859	19779
394	12892	19746
395	12940	19737
396	12990	19731
397	13056	19749
398	13126	19772
399	13172	19759
400	13207	19728
401	13242	19698
402	13272	19661
403	13299	19620
404	13328	19580
405	13354	19538
406	13389	19508
407	13423	19477
408	13456	19444
409	13488	19410
410	13517	19372
411	13553	19343
412	13584	19308
413	13612	19267
414	13667	19265
415	13721	19263
416	13799	19293
417	13864	19304
418	13889	19260
419	13921	19224
420	13949	19185
421	13974	19141
422	14010	19111
423	14063	19105
424	14134	19122
425	14188	19117
426	14233	19100
427	14266	19066
428	14302	19036
429	14342	19012
430	14379	18984
431	14414	18952
432	14475	18955
433	14548	18973
434	14583	18941
435	14628	18922
436	14671	18901
437	14711	18876
438	14756	18857
439	14787	18820
440	14832	18801
441	14928	18846
442	15031	18900
443	15114	18927
444	15199	18956
445	15248	18940
446	15310	18941
447	15364	18931
448	15406	18906
449	15460	18896
450	15514	18886
451	15563	18869
452	15657	18906
453	15775	18972
454	15908	19054
455	16021	19113
456	16136	19172
457	16182	19149
458	16227	19126
459	16272	19102
460	16326	19089
461	16364	19056
462	16404	19026
463	16449	19002
464	16491	18974
465	16535	18948
466	16570	18912
467	16607	18878
468	16640	18840
469	16671	18799
470	16701	18758
471	16743	18730
472	16784	18700
473	16829	18675
474	16867	18643
475	16903	18607
476	16938	18572
477	16971	18534
478	17006	18498
479	17045	18465
480	17082	18432
481	17118	18396
482	17154	18361
483	17191	18328
484	17229	18295
485	17268	18263
486	17301	18224
487	17337	18190
488	17378	18160
489	17412	18123
490	17448	18088
491	17488	18057
492	17523	18021
493	17559	17985
494	17597	17952
495	17631	17915
496	17663	17877
497	17698	17840
498	17727	17798
499	17760	17760
500	17791	17720
501	17825	17683
502	17851	17638
503	17879	17595
504	17910	17555
505	17937	17511
506	17972	17476
507	18003	17436
508	18032	17395
509	18068	17359
510	18100	17321
511	18137	17287
512	18177	17256
513	18212	17220
514	18245	17182
515	18276	17142
516	18313	17109
517	18348	17073
518	18406	17059
519	18434	17016
520	18472	16983
521	18506	16946
522	18542	16911
523	18578	16876
524	18613	16840
525	18650	16807
526	18680	16766
527	18710	16725
528	18743	16688
529	18774	16648
530	18813	16617
531	18844	16577
532	18886	16547
533	18925	16515
534	18964	16483
535	19003	16450
536	19033	16410
537	19073	16379
538	19106	16341
539	19142	16306
540	19177	16270
541	19211	16234
542	19241	16193
543	19268	16151
544	19303	16116
545	19329	16072
546	19357	16031
547	19400	16001
548	19467	15992
549	19500	15954
550	19533	15917
551	19566	15879
552	19601	15844
553	19637	15809
554	19675	15775
555	19714	15742
556	19760	15716
557	19814	15695
558	19866	15673
559	19928	15658
560	19992	15644
561	20047	15624
562	20097	15599
563	20138	15568
564	20178	15535
565	20216	15501
566	20260	15472
567	20310	15447
568	20357	15420
569	20404	15392
570	20448	15363
571	20497	15337
572	20532	15300
573	20564	15262
574	20608	15232
575	20650	15201
576	20684	15163
577	20716	15125
578	20745	15084
579	20778	15046
580	20807	15005
581	20843	14970
582	20878	14933
583	20907	14892
584	20947	14860
585	21024	14853
586	21074	14827
587	21105	14788
588	21142	14753
589	21173	14714
590	21224	14688
591	21299	14679
592	21345	14650
593	21392	14621
594	21456	14604
595	21498	14572
596	21548	14545
597	21590	14514
598	21634	14483
599	21729	14486
600	21794	14469
601	21847	14443
602	21899	14417
603	21940	14384
604	21979	14349
605	22011	14311
606	22052	14277
607	22095	14245
608	22128	14207
609	22163	14170
610	22195	14130
611	22232	14094
612	22263	14055
613	22299	14018
614	22335	13982
615	22362	13940
616	22394	13901
617	22417	13857
618	22448	13817
619	22475	13775
620	22501	13732
621	22531	13693
622	22568	13657
623	22596	13615
624	22626	13575
625	22652	13533
626	22678	13491
627	22708	13451
628	22739	13412
629	22766	13370
630	22799	13332
631	22839	13299
632	22879	13264
633	22918	13230
634	22953	13193
635	22984	13154
636	23012	13113
637	23045	13076
638	23086	13042
639	23117	13003
640	23146	12963
641	23175	12923
642	23207	12885
643	23237	12845
644	23266	12805
645	23301	12769
646	23334	12731
647	23363	12691
648	23390	12650
649	23421	12611
650	23443	12568
651	23471	12527
652	23499	12487
653	23523	12445
654	23550	12404
655	23577	12363
656	23607	12324
657	23640	12287
658	23675	12250
659	23705	12212
660	23736	12173
661	23768	12135
662	23801	12098
663	23826	12057
664	23857	12018
665	23888	11980
666	23919	11941
667	23948	11902
668	23982	11865
669	24012	11827
670	24041	11787
671	24066	11746
672	24098	11708
673	24133	11673
674	24162	11633
675	24195	11596
676	24228	11559
677	24259	11521
678	24286	11481
679	24318	11443
680	24353	11408
681	24387	11371
682	24421	11334
683	24450	11295
684	24480	11257
685	24515	11221
686	24548	11184
687	24576	11145
688	24603	11105
689	24631	11066
690	24664	11029
691	24688	10988
692	24713	10948
693	24741	10909
694	24769	10869
695	24800	10832
696	24838	10797
697	24883	10766
698	24919	10730
699	24955	10695
700	24999	10662
701	25033	10626
702	25070	10591
703	25105	10555
704	25158	10527
705	25210	10498
706	25245	10462
707	25295	10432
708	25329	10396
709	25363	10359
710	25404	10326
711	25443	10291
712	25471	10253
713	25504	10216
714	25540	10180
715	25569	10142
716	25601	10104
717	25631	10066
718	25668	10031
719	25699	9994
720	25733	9957
721	25759	9918
722	25791	9881
723	25817	9841
724	25850	9805
725	25890	9771
726	25922	9734
727	25956	9697
728	25984	9659
729	26010	9620
730	26034	9580
731	26059	9540
732	26086	9502
733	26112	9463
734	26136	9423
735	26163	9384
736	26202	9350
737	26269	9325
738	26298	9288
739	26328	9250
740	26357	9212
741	26394	9177
742	26423	9139
743	26457	9103
744	26500	9070
745	26553	9041
746	26642	9023
747	26703	8996
748	26764	8969
749	26820	8940
750	26876	8910
751	26961	8891
752	27025	8864
753	27061	8829
754	27121	8800
755	27166	8768
756	27197	8730
757	27227	8692
758	27270	8658
759	27305	8622
760	27346	8588
761	27416	8563
762	27477	8534
763	27530	8504
764	27581	8472
765	27617	8436
766	27662	8403
767	27717	8372
768	27764	8340
769	27801	8304
770	27859	8274
771	27911	8243
772	27961	8211
773	28010	8178
774	28054	8144
775	28105	8112
776	28141	8076
777	28179	8041
778	28215	8004
779	28248	7967
780	28286	7931
781	28328	7897
782	28372	7863
783	28413	7828
784	28454	7793
785	28501	7760
786	28551	7727
787	28601	7694
788	28641	7659
789	28692	7627
790	28729	7590
791	28759	7553
792	28788	7514
793	28821	7477
794	28858	7441
795	28901	7406
796	28939	7371
797	28970	7333
798	29004	7296
799	29038	7259
800	29070	7222
801	29103	7185
802	29138	7148
803	29174	7112
804	29211	7076
805	29242	7038
806	29282	7003
807	29314	6965
808	29347	6928
809	29391	6894
810	29420	6856
811	29457	6820
812	29498	6785
813	29533	6748
814	29570	6712
815	29611	6677
816	29644	6639
817	29677	6603
818	29710	6566
819	29746	6529
820	29781	6493
821	29813	6456
822	29859	6421
823	29899	6386
824	29930	6348
825	29963	6311
826	30007	6277
827	30043	6240
828	30078	6204
829	30120	6169
830	30156	6132
831	30186	6095
832	30223	6059
833	30261	6023
834	30292	5985
835	30334	5950
836	30380	5916
837	30427	5882
838	30479	5848
839	30540	5817
840	30604	5786
841	30657	5752
842	30703	5718
843	30747	5683
844	30804	5650
845	30856	5616
846	30892	5580
847	30922	5542
848	30955	5505
849	31000	5470
850	31049	5436
851	31095	5401
852	31136	5365
853	31170	5328
854	31208	5292
855	31240	5255
856	31284	5220
857	31328	5184
858	31371	5149
859	31408	5112
860	31439	5075
861	31485	5040
862	31532	5005
863	31571	4969
864	31615	4934
865	31647	4896
866	31681	4860
867	31722	4824
868	31758	4787
869	31792	4750
870	31834	4714
871	31877	4679
872	31909	4642
873	31947	4605
874	31990	4570
875	32034	4534
876	32069	4497
877	32108	4461
878	32143	4424
879	32171	4386
880	32198	4349
881	32223	4311
882	32247	4272
883	32276	4235
884	32303	4197
885	32330	4159
886	32353	4121
887	32376	4083
888	32404	4046
889	32431	4008
890	32456	3970
891	32481	3932
892	32506	3894
893	32533	3857
894	32559	3819
895	32581	3781
896	32608	3744
897	32634	3706
898	32663	3669
899	32690	3632
900	32711	3594
901	32740	3557
902	32765	3519
903	32789	3482
904	32816	3444
905	32845	3407
906	32873	3370
907	32896	3333
908	32923	3296
909	32950	3258
910	32974	3221
911	32997	3183
912	33024	3146
913	33047	3109
914	33071	3072
915	33103	3035
916	33130	2998
917	33158	2961
918	33187	2925
919	33214	2888
920	33241	2851
921	33271	2814
922	33296	2777
923	33320	2740
924	33343	2703
925	33365	2666
926	33388	2629
927	33412	2592
928	33437	2555
929	33462	2518
930	33492	2482
931	33521	2445
932	33543	2408
933	33567	2371
934	33600	2335
935	33625	2299
936	33650	2262
937	33676	2225
938	33705	2189
939	33727	2152
940	33752	2116
941	33782	2080
942	33806	2043
943	33832	2007
944	33861	1970
945	33885	1934
946	33908	1897
947	33937	1861
948	33963	1825
949	33986	1788
950	34015	1752
951	34040	1716
952	34063	1679
953	34090	1643
954	34115	1607
955	34144	1571
956	34166	1535
957	34194	1499
958	34216	1462
959	34239	1426
960	34265	1390
961	34288	1354
962	34314	1318
963	34338	1282
964	34369	1246
965	34399	1210
966	34423	1174
967	34446	1138
968	34472	1102
969	34500	1067
970	34525	1031
971	34547	995
972	34574	959
973	34600	923
974	34628	887
975	34652	852
976	34678	816
977	34703	780
978	34728	744
979	34755	709
980	34784	673
981	34813	638
982	34839	602
983	34868	566
984	34895	531
985	34921	495
986	34947	460
987	34972	424
988	35001	389
989	35025	353
990	35049	318
991	35079	282
992	35107	247
993	35133	212
994	35160	176
995	35183	141
996	35212	105
997	35236	70
998	35260	35
999	35289	0
